"","Churn","SeniorCitizen","tenure","MonthlyCharges","TotalCharges","gender_Male","Partner_Yes","Dependents_Yes","PhoneService_Yes","MultipleLines_No.phone.service","MultipleLines_Yes","InternetService_Fiber.optic","InternetService_No","OnlineSecurity_No.internet.service","OnlineSecurity_Yes","OnlineBackup_No.internet.service","OnlineBackup_Yes","DeviceProtection_No.internet.service","DeviceProtection_Yes","TechSupport_No.internet.service","TechSupport_Yes","StreamingTV_No.internet.service","StreamingTV_Yes","StreamingMovies_No.internet.service","StreamingMovies_Yes","Contract_One.year","Contract_Two.year","PaperlessBilling_Yes","PaymentMethod_Credit.card..automatic.","PaymentMethod_Electronic.check","PaymentMethod_Mailed.check"
"5813","Yes","-0.4398853","-1.27735389"," 0.2073212953","-9.759327e-01"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"5814","No","-0.4398853"," 0.63636733"," 1.5632513763"," 1.395179e+00"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515","-1.2050277"," 1.9044550","-0.7109755","-0.5447682"
"5815","No","-0.4398853","-0.66659180","-1.4676511578","-8.615179e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"5816","Yes"," 2.2729973","-0.95161411"," 0.6742531002","-6.778143e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"5817","No","-0.4398853","-1.19591895","-0.6700452278","-9.531160e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"5818","Yes","-0.4398853","-1.27735389","-0.6766919438","-9.876721e-01"," 0.9904615","-0.9665537"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"5819","No","-0.4398853"," 1.32856437"," 1.3405863875"," 1.919568e+00"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515","-1.2050277"," 1.9044550","-0.7109755","-0.5447682"
"5820","No","-0.4398853"," 1.53215173"," 1.6745838707"," 2.633706e+00","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"5821","No","-0.4398853"," 1.12497700","-0.1648948054"," 5.643753e-01"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890","-0.7960136"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"5822","No","-0.4398853"," 1.49143426","-1.2782197494","-2.289596e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"5823","No"," 2.2729973"," 0.10704018"," 0.1923661841"," 6.031022e-02","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"5824","No","-0.4398853","-0.42228696","-1.4859296270","-7.997538e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"5825","No","-0.4398853"," 1.36928184"," 0.5014384820"," 1.303074e+00"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"5826","Yes"," 2.2729973","-1.27735389"," 0.1840577890","-9.762417e-01"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"5827","Yes","-0.4398853","-1.27735389"," 0.4848216918","-9.722476e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"5828","No","-0.4398853"," 0.06632271"," 0.8404210022"," 3.595320e-01"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"5829","No","-0.4398853"," 1.61358668","-1.3397018732","-2.529900e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"5830","No","-0.4398853","-0.05582971","-0.1599097683","-1.913362e-01"," 0.9904615"," 1.0344568"," 1.5289155","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815"," 1.9444438","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"5831","No","-0.4398853","-0.09654718","-1.3097916508","-6.880531e-01"," 0.9904615","-0.9665537"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"5832","Yes","-0.4398853","-0.95161411"," 0.8653461876","-6.499002e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"5833","Yes","-0.4398853","-0.50372191"," 0.1890428261","-3.580927e-01"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"5834","No"," 2.2729973","-0.54443938","-1.0123511061","-7.525535e-01"," 0.9904615"," 1.0344568","-0.6539655","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"5835","No","-0.4398853"," 1.32856437"," 1.3389247085"," 2.044508e+00","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"5836","No","-0.4398853","-0.09654718","-1.5108548123","-7.411893e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"5837","No","-0.4398853","-1.07376653","-1.5158398494","-9.523657e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"5838","No","-0.4398853","-1.23663642","-0.4440568809","-9.645464e-01","-1.0094870","-0.9665537","-0.6539655","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"5839","No","-0.4398853"," 0.83995469"," 0.2355698386"," 6.821001e-01"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890"," 1.2560815","-0.5142129","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"5840","No"," 2.2729973","-1.03304905"," 0.3535490491","-7.720162e-01"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"5841","No","-0.4398853"," 1.16569448","-0.5005539676"," 2.996876e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"5842","Yes"," 2.2729973"," 1.53215173","-0.6484434005"," 4.334327e-01"," 0.9904615","-0.9665537","-0.6539655","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"5843","No","-0.4398853","-0.78874422"," 0.4648815435","-5.679893e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"5844","No"," 2.2729973"," 0.10704018"," 0.5595972477"," 2.351873e-01"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"5845","No","-0.4398853","-1.23663642"," 0.1873811470","-9.389493e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"5846","Yes","-0.4398853","-1.19591895"," 0.3668424813","-8.985676e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"5847","No","-0.4398853","-1.19591895"," 0.3768125554","-8.935806e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"5848","No","-0.4398853"," 1.20641195"," 0.9716936449"," 1.533558e+00","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"5849","No","-0.4398853"," 1.61358668"," 1.3023677701"," 2.310520e+00"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890"," 1.2560815","-0.5142129"," 1.7761515","-1.2050277"," 1.9044550","-0.7109755","-0.5447682"
"5850","No","-0.4398853"," 1.24712942","-1.4892529851","-4.623128e-01"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"5851","Yes"," 2.2729973","-0.50372191"," 0.2172913694","-3.941715e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277"," 1.9044550","-0.7109755","-0.5447682"
"5852","No"," 2.2729973"," 0.10704018"," 1.5300177959"," 6.858073e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"5853","Yes"," 2.2729973","-0.46300444"," 0.1441774925","-3.564157e-01"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"5854","No","-0.4398853"," 1.20641195"," 1.0414841638"," 1.641353e+00"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890"," 1.2560815"," 1.9444438","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"5855","No","-0.4398853","-0.70730927","-0.5304641900","-6.894654e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"5856","No","-0.4398853"," 0.92138964","-0.4723054243"," 2.429105e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"5857","No","-0.4398853","-0.87017916","-0.6683835487","-7.988491e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"5858","Yes","-0.4398853","-0.62587433"," 0.7806005575","-3.626384e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"5859","No","-0.4398853"," 1.16569448","-1.5058697753","-4.174958e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"5860","No","-0.4398853"," 1.57286920"," 0.8154958169"," 1.812236e+00","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515","-1.2050277"," 1.9044550","-0.7109755","-0.5447682"
"5861","Yes","-0.4398853","-1.23663642"," 0.1740877149","-9.397216e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"5862","No","-0.4398853"," 0.10704018","-1.5125164913","-7.080895e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"5863","No","-0.4398853","-0.62587433"," 0.1907045051","-4.928529e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"5864","Yes","-0.4398853","-0.46300444"," 1.0830261393","-7.186813e-02","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"5865","No","-0.4398853"," 0.59564986","-1.4992230592","-6.005595e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"5866","No","-0.4398853","-1.19591895","-1.4593427627","-9.754914e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"5867","No","-0.4398853","-1.19591895","-1.4992230592","-9.771023e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"5868","No"," 2.2729973"," 0.47349744","-1.5091931333","-6.333503e-01"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"5869","No","-0.4398853","-1.27735389","-0.6899853760","-9.878487e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"5870","No","-0.4398853"," 0.47349744"," 0.9849870771"," 8.883999e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890"," 1.2560815"," 1.9444438","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"5871","Yes","-0.4398853","-1.11448400","-1.2915131816","-9.476876e-01"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"5872","Yes","-0.4398853","-0.34085202","-0.3028141641","-3.891624e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"5873","Yes","-0.4398853","-1.27735389"," 0.1624559617","-9.765285e-01","-1.0094870","-0.9665537"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
